Términos de búsqueda
Todo el período
Término de búsqueda,Tipo de concordancia con los términos de búsqueda,Agregadas/excluidas,Clics,Impr.,CTR,Código de moneda,Prom. CPC,Costo,% impr. (absoluto parte sup.),% impr. (parte sup.),Conversiones,Conv. posimpresión,Costo/conv.,Porcentaje de conv.
cansancio mental,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
clases de relajación,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
combatir la depresión ansiedad y estrés,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
comer por ansiedad como controlar,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como acabar con la ansiedad y los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como aceptar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como aliviar el estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como aliviar el estrés y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como aliviar estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como aliviar la ansiedad y los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como aliviar una crisis de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como ayudar a mi hija con ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como bajar ansiedad y estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como bajar la ansiedad rapidamente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como bajar la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como callar el ruido mental,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como callar la mente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar crisis de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como calmar el sistema nervioso alterado,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar el sistema nervioso excitado,Concordancia de frase (variante cercana),Ninguna,0,5,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar el sistema nervioso excitado frank suarez,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar el sobrepensar,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad al instante,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad antes de un examen,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como calmar la ansiedad de comer a todas horas,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad de noche,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como calmar la ansiedad de un drogadicto,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como calmar la ansiedad en niños,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad generalizada,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como calmar la ansiedad marian rojas,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad por comer,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como calmar la ansiedad rapido,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad y ataque de panico,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como calmar la ansiedad y desesperacion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad y los malos pensamientos,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la ansiedad y los nervios en niños,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como calmar la ansiedad y los nervios naturalmente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la depresion y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la mente de pensamientos negativos,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar la mente y dejar de pensar,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar mi mente de pensamientos negativos,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar sistema nervioso excitado,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar tu ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar un ataque de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como calmar un ataque de panico o ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como canalizar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como combatir el estrés y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como combatir la ansiedad por las drogas,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como combatir la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como combatir la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como combatir la ansiedad y los malos pensamientos,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como combatir la depresion y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como combatir pensamientos de ansiedad y depresión,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar a una persona con ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar el estres y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como controlar el miedo y los nervios,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar el sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar la ansiedad y el miedo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar la ansiedad y los nervios,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar tu ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar tu sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar un ataque de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como controlar un ataque de panico y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar ansiedad y estres,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar crisis de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar depresión y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar el estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0.00%,33.33%,0.00,0,0,0
como curar el estrés y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,50.00%,50.00%,0.00,0,0,0
como curar el miedo y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar el nerviosismo y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como curar el trastorno de ansiedad generalizada,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como curar estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como curar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como curar la ansiedad de raíz,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,33.33%,66.67%,0.00,0,0,0
como curar la ansiedad naturalmente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar la ansiedad para siempre,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como curar la ansiedad y depresión,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar la ansiedad y depresión frank suarez,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como curar la ansiedad y estres,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,50.00%,50.00%,0.00,0,0,0
como curar la depresión y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,5,0.00%,PEN,0,0.00,33.33%,100.00%,0.00,0,0,0
como curar los ataques de nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como curar un ataque de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como curarse de la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de comer por ansiedad o aburrimiento,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de comer tanto por ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de estar nerviosa,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de estresarse,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de pensar demasiado,Concordancia de frase (variante cercana),Ninguna,0,7,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como dejar de pensar demasiado y preocuparse todo el tiempo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de pensar malos pensamientos,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de pensar mucho,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de pensar tanto y preocuparse,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de preocuparme por todo,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de ser ansioso,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de ser nerviosa,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como dejar de ser nervioso,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como dejar de sobrepensar,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como dejar de sobrepensar demasiado,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como dejar de sobrepensar y tener ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar de tener ansiedad por comer,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como dejar de tener ansiedad por la comida,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar el estres y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar la ansiedad por comer mucho,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar la ansiedad y los nervios,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como dejar pensar tanto,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como desestresarse,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como desestresarse y relajarse,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como desestresarte,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como eliminar el estrés y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,50.00%,50.00%,0.00,0,0,0
como eliminar el sobrepensamiento,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como eliminar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como eliminar la ansiedad de raiz,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como eliminar la ansiedad para siempre y ser feliz,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como eliminar la ansiedad social,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como eliminar la ansiedad y el miedo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como eliminar pensamientos negativos por ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como encontrar la paz mental,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como encontrar la paz mental y emocional,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como encontrar paz interior y tranquilidad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como encontrar tranquilidad mental,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como estar calmado,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como estar calmado en una situacion estresante,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como estar relajado siempre,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como estar siempre tranquilo y relajado,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como estar tranquilo en cualquier situacion,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como evitar ataques de panico y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como evitar comer mucho por ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como evitar el nerviosismo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como evitar la ansiedad por comer,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como evitar los ataques de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como evitar sobrepensar,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
como hacer ejercicios de respiracion para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como hacer la meditación,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como hacer mindfulness,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como hacer respiraciones para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como hacer respiraciones profundas para relajar,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como hacer una buena respiracion para relajarse,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como liberarse de la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como liberarse de las preocupaciones,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como liberarse del apego y ansiedad por alguien,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como liberarte del estres y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como lidiar con la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como lidiar con la depresión y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
como manejar ansiedad en adultos,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como manejar el estres y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como manejar la ansiedad en adultos,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0.00%,66.67%,0.00,0,0,0
como manejar la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como mantener la calma,Concordancia de frase (variante cercana),Ninguna,0,19,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como mantener la calma en momentos de presion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como mantener la calma en momentos dificiles,Concordancia de frase (variante cercana),Ninguna,0,5,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como me cure de la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como meditar en la mañana,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como meditar para relajarse la mente,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como meditar profundamente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como mejorar la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como mejorar la depresión y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como no pensar mucho,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como no preocuparse tanto por las cosas,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como no sobrepensar las cosas,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como no tener estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como olvidar las preocupaciones,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como pensar en positivo teniendo ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como perder el miedo a la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como perder el nerviosismo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como perder la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como poder dormir si tengo ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como practicar el mindfulness,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
como prevenir la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
como prevenir la ansiedad y el estres,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
